comune,employment_rate,Regione
Taurano  ,57,CAMPANIA
Taurasi  ,46.36,CAMPANIA
Teora  ,52.47,CAMPANIA
Torella dei Lombardi  ,55.01,CAMPANIA
Torre Le Nocelle  ,46.67,CAMPANIA
Torrioni  ,43.17,CAMPANIA
Trevico  ,53.61,CAMPANIA
Tufo  ,53.84,CAMPANIA
Vallata  ,57.22,CAMPANIA
Vallesaccarda  ,58.48,CAMPANIA
Venticano  ,56.62,CAMPANIA
Villamaina  ,55.39,CAMPANIA
Villanova del Battista  ,56.45,CAMPANIA
Volturara Irpina  ,50.87,CAMPANIA
Zungoli  ,59.91,CAMPANIA
Acerno  ,52.64,CAMPANIA
Agropoli  ,51.90,CAMPANIA
Albanella  ,51.90,CAMPANIA
Alfano  ,35.74,CAMPANIA
Altavilla Silentina  ,52.73,CAMPANIA
Amalfi  ,67,CAMPANIA
Angri  ,52.10,CAMPANIA
Aquara  ,49.36,CAMPANIA
Ascea  ,49.30,CAMPANIA
Atrani  ,63.87,CAMPANIA
Atena Lucana  ,55.53,CAMPANIA
Auletta  ,48.54,CAMPANIA
Baronissi  ,54.12,CAMPANIA
Battipaglia  ,52.95,CAMPANIA
Bellizzi  ,50.44,CAMPANIA
Bellosguardo  ,54.75,CAMPANIA
Bracigliano  ,48.90,CAMPANIA
Buccino  ,52.58,CAMPANIA
Buonabitacolo  ,51.49,CAMPANIA
Caggiano  ,55.15,CAMPANIA
Calvanico  ,52,CAMPANIA
Camerota  ,38.57,CAMPANIA
Campagna  ,49.42,CAMPANIA
Campora  ,50.83,CAMPANIA
Cannalonga  ,48.51,CAMPANIA
Capaccio Paestum  ,51.31,CAMPANIA
Casal Velino  ,52.97,CAMPANIA
Casalbuono  ,50.68,CAMPANIA
Casaletto Spartano  ,49.66,CAMPANIA
Caselle in Pittari  ,55.09,CAMPANIA
Castel San Giorgio  ,51.98,CAMPANIA
Castel San Lorenzo  ,52.09,CAMPANIA
Castelcivita  ,55.47,CAMPANIA
Castellabate  ,49.02,CAMPANIA
Castelnuovo Cilento  ,50.76,CAMPANIA
Castelnuovo di Conza  ,46.87,CAMPANIA
Castiglione del Genovesi  ,57.84,CAMPANIA
Cava de' Tirreni  ,51.27,CAMPANIA
Celle di Bulgheria  ,43.22,CAMPANIA
Centola  ,46.16,CAMPANIA
Ceraso  ,51.47,CAMPANIA
Cetara  ,53.39,CAMPANIA
Cicerale  ,56.55,CAMPANIA
Colliano  ,51.08,CAMPANIA
Conca dei Marini  ,64.23,CAMPANIA
Controne  ,55.35,CAMPANIA
Contursi Terme  ,58.26,CAMPANIA
Corbara  ,52.64,CAMPANIA
Corleto Monforte  ,63.78,CAMPANIA
Cuccaro Vetere  ,56.73,CAMPANIA
Eboli  ,50.55,CAMPANIA
Felitto  ,52.75,CAMPANIA
Fisciano  ,54.13,CAMPANIA
Furore  ,57.26,CAMPANIA
Futani  ,50.76,CAMPANIA
Giffoni Sei Casali  ,54.25,CAMPANIA
Giffoni Valle Piana  ,50.05,CAMPANIA
Gioi  ,49.26,CAMPANIA
Giungano  ,51.54,CAMPANIA
Ispani  ,53.07,CAMPANIA
Laureana Cilento  ,50.39,CAMPANIA
Laurino  ,53.77,CAMPANIA
Laurito  ,44.57,CAMPANIA
Laviano  ,45.06,CAMPANIA
Lustra  ,52.89,CAMPANIA
Magliano Vetere  ,50.44,CAMPANIA
Maiori  ,59.98,CAMPANIA
Mercato San Severino  ,52.42,CAMPANIA
Minori  ,60.79,CAMPANIA
Moio della Civitella  ,53.09,CAMPANIA
Montano Antilia  ,44.11,CAMPANIA
Monte San Giacomo  ,50.23,CAMPANIA
Montecorice  ,50.54,CAMPANIA
Montecorvino Pugliano  ,55.52,CAMPANIA
Montecorvino Rovella  ,48.60,CAMPANIA
Monteforte Cilento  ,47.34,CAMPANIA
Montesano sulla Marcellana  ,57.08,CAMPANIA
Morigerati  ,45.31,CAMPANIA
Nocera Inferiore  ,52.07,CAMPANIA
Nocera Superiore  ,51.27,CAMPANIA
Novi Velia  ,56,CAMPANIA
Ogliastro Cilento  ,53.43,CAMPANIA
Olevano sul Tusciano  ,49.16,CAMPANIA
Oliveto Citra  ,58.08,CAMPANIA
Omignano  ,52.39,CAMPANIA
Orria  ,54.12,CAMPANIA
Ottati  ,56.42,CAMPANIA
Padula  ,52.19,CAMPANIA
Pagani  ,49.07,CAMPANIA
Palomonte  ,55.01,CAMPANIA
Pellezzano  ,55.90,CAMPANIA
Perdifumo  ,48.96,CAMPANIA
Perito  ,51.44,CAMPANIA
Pertosa  ,52.37,CAMPANIA
Petina  ,51.28,CAMPANIA
Piaggine  ,48.30,CAMPANIA
Pisciotta  ,50.91,CAMPANIA
Polla  ,56.99,CAMPANIA
Pollica  ,52.21,CAMPANIA
Pontecagnano Faiano  ,54.14,CAMPANIA
Positano  ,68.66,CAMPANIA
Postiglione  ,51.36,CAMPANIA
Praiano  ,62.32,CAMPANIA
Prignano Cilento  ,50.42,CAMPANIA
Ravello  ,67.69,CAMPANIA
Ricigliano  ,45.22,CAMPANIA
Roccadaspide  ,53.84,CAMPANIA
Roccagloriosa  ,47.83,CAMPANIA
Roccapiemonte  ,51.97,CAMPANIA
Rofrano  ,40.52,CAMPANIA
Romagnano al Monte  ,46.13,CAMPANIA
Roscigno  ,47.58,CAMPANIA
Rutino  ,48.91,CAMPANIA
Sacco  ,47.37,CAMPANIA
Sala Consilina  ,55.88,CAMPANIA
Salento  ,53.47,CAMPANIA
Salerno  ,56.47,CAMPANIA
Salvitelle  ,46.44,CAMPANIA
San Cipriano Picentino  ,54.69,CAMPANIA
San Giovanni a Piro  ,44.89,CAMPANIA
San Gregorio Magno  ,52.77,CAMPANIA
San Mango Piemonte  ,53.85,CAMPANIA
San Marzano sul Sarno  ,48.20,CAMPANIA
San Mauro Cilento  ,58.52,CAMPANIA
San Mauro la Bruca  ,52.42,CAMPANIA
San Pietro al Tanagro  ,56.76,CAMPANIA
San Rufo  ,52.18,CAMPANIA
San Valentino Torio  ,49.43,CAMPANIA
Santa Marina  ,48.93,CAMPANIA
Sant'Angelo a Fasanella  ,52.33,CAMPANIA
Sant'Arsenio  ,56.84,CAMPANIA
Sant'Egidio del Monte Albino  ,50.28,CAMPANIA
Santomenna  ,52.90,CAMPANIA
Sanza  ,49.96,CAMPANIA
Sapri  ,52.64,CAMPANIA
Sarno  ,47.94,CAMPANIA
Sassano  ,54.58,CAMPANIA
Scafati  ,50.01,CAMPANIA
Scala  ,62.84,CAMPANIA
Serramezzana  ,50.07,CAMPANIA
Serre  ,53.19,CAMPANIA
Sessa Cilento  ,51.65,CAMPANIA
Siano  ,50.99,CAMPANIA
Sicignano degli Alburni  ,52.09,CAMPANIA
Stella Cilento  ,52.33,CAMPANIA
Stio  ,49.51,CAMPANIA
Teggiano  ,52.40,CAMPANIA
Torchiara  ,58.74,CAMPANIA
Torraca  ,52.39,CAMPANIA
Torre Orsaia  ,48.28,CAMPANIA
Tortorella  ,54.90,CAMPANIA
Tramonti  ,57.08,CAMPANIA
Trentinara  ,45.56,CAMPANIA
Valle dell'Angelo  ,58.77,CAMPANIA
Vallo della Lucania  ,56.08,CAMPANIA
Valva  ,47.39,CAMPANIA
Vibonati  ,50.77,CAMPANIA
Vietri sul Mare  ,50.13,CAMPANIA
Accadia  ,51.65,PUGLIA
Alberona  ,46.62,PUGLIA
Anzano di Puglia  ,48.11,PUGLIA
Apricena  ,47.22,PUGLIA
Ascoli Satriano  ,54.20,PUGLIA
Biccari  ,52.84,PUGLIA
Bovino  ,55.63,PUGLIA
Cagnano Varano  ,44.94,PUGLIA
Candela  ,52.84,PUGLIA
Carapelle  ,47.80,PUGLIA
Carlantino  ,41.77,PUGLIA
Carpino  ,48.97,PUGLIA
Casalnuovo Monterotaro  ,52.11,PUGLIA
Casalvecchio di Puglia  ,48.14,PUGLIA
Castelluccio dei Sauri  ,55.13,PUGLIA
Castelluccio Valmaggiore  ,51.32,PUGLIA
Castelnuovo della Daunia  ,52.52,PUGLIA
Celenza Valfortore  ,42.91,PUGLIA
Celle di San Vito  ,41.12,PUGLIA
Cerignola  ,48.24,PUGLIA
Chieuti  ,49.37,PUGLIA
Deliceto  ,55.81,PUGLIA
Faeto  ,51.46,PUGLIA
Foggia  ,52.37,PUGLIA
Ischitella  ,46,PUGLIA
Isole Tremiti  ,54.93,PUGLIA
Lesina  ,48.26,PUGLIA
Lucera  ,49.06,PUGLIA
Manfredonia  ,47.20,PUGLIA
Mattinata  ,43.81,PUGLIA
Monte Sant'Angelo  ,50.35,PUGLIA
Monteleone di Puglia  ,51.62,PUGLIA
Motta Montecorvino  ,58.14,PUGLIA
Ordona  ,51.98,PUGLIA
Orsara di Puglia  ,52.87,PUGLIA
Orta Nova  ,50.40,PUGLIA
Panni  ,56.82,PUGLIA
Peschici  ,38.71,PUGLIA
Pietramontecorvino  ,52.86,PUGLIA
Poggio Imperiale  ,46.13,PUGLIA
Rignano Garganico  ,47.85,PUGLIA
Rocchetta Sant'Antonio  ,54.99,PUGLIA
Rodi Garganico  ,41.12,PUGLIA
Roseto Valfortore  ,47.86,PUGLIA
San Giovanni Rotondo  ,55.53,PUGLIA
San Marco in Lamis  ,49.81,PUGLIA
San Marco la Catola  ,43.79,PUGLIA
San Nicandro Garganico  ,43.42,PUGLIA
San Paolo di Civitate  ,48.34,PUGLIA
San Severo  ,46.04,PUGLIA
Sant'Agata di Puglia  ,58.37,PUGLIA
Serracapriola  ,47.70,PUGLIA
Stornara  ,47.67,PUGLIA
Stornarella  ,52.73,PUGLIA
Torremaggiore  ,51,PUGLIA
Troia  ,54.53,PUGLIA
Vico del Gargano  ,42.44,PUGLIA
Vieste  ,40.25,PUGLIA
Volturara Appula  ,45.62,PUGLIA
Volturino  ,55.28,PUGLIA
Zapponeta  ,44.36,PUGLIA
Acquaviva delle Fonti  ,56.43,PUGLIA
Adelfia  ,53.75,PUGLIA
Alberobello  ,62.05,PUGLIA
Altamura  ,54.24,PUGLIA
Bari  ,55.76,PUGLIA
Binetto  ,52.75,PUGLIA
Bitetto  ,57.47,PUGLIA
Bitonto  ,50,PUGLIA
Bitritto  ,58.67,PUGLIA
Capurso  ,54.26,PUGLIA
Casamassima  ,56.69,PUGLIA
Cassano delle Murge  ,53.98,PUGLIA
Castellana Grotte  ,60.88,PUGLIA
Cellamare  ,56.79,PUGLIA
Conversano  ,57.15,PUGLIA
Corato  ,52.52,PUGLIA
Gioia del Colle  ,55.31,PUGLIA
Giovinazzo  ,54.86,PUGLIA
Gravina in Puglia  ,52.16,PUGLIA
Grumo Appula  ,49.25,PUGLIA
Locorotondo  ,59.36,PUGLIA
Modugno  ,54.37,PUGLIA
Mola di Bari  ,49.88,PUGLIA
Molfetta  ,54.44,PUGLIA
Monopoli  ,56.61,PUGLIA
Noci  ,60.10,PUGLIA
Noicattaro  ,56.75,PUGLIA
Palo del Colle  ,50.49,PUGLIA
Poggiorsini  ,49.96,PUGLIA
Polignano a Mare  ,58.36,PUGLIA
Putignano  ,59.93,PUGLIA
Rutigliano  ,54.88,PUGLIA
Ruvo di Puglia  ,53.80,PUGLIA
Sammichele di Bari  ,57.03,PUGLIA
Sannicandro di Bari  ,50.66,PUGLIA
Santeramo in Colle  ,53.48,PUGLIA
Terlizzi  ,52.54,PUGLIA
Toritto  ,50,PUGLIA
Triggiano  ,54.31,PUGLIA
Turi  ,56.55,PUGLIA
Valenzano  ,55.43,PUGLIA
Avetrana  ,44.68,PUGLIA
Carosino  ,53.80,PUGLIA
Castellaneta  ,53.16,PUGLIA
Crispiano  ,52.27,PUGLIA
Faggiano  ,47.53,PUGLIA
Fragagnano  ,51.72,PUGLIA
Ginosa  ,52.27,PUGLIA
Grottaglie  ,52.32,PUGLIA
Laterza  ,55.38,PUGLIA
Leporano  ,53.10,PUGLIA
Lizzano  ,44.88,PUGLIA
Manduria  ,47.67,PUGLIA
Martina Franca  ,56.16,PUGLIA
Maruggio  ,49.07,PUGLIA
Massafra  ,52.14,PUGLIA
Monteiasi  ,52.24,PUGLIA
Montemesola  ,47.77,PUGLIA
Monteparano  ,50.77,PUGLIA
Mottola  ,53.74,PUGLIA
Palagianello  ,52.02,PUGLIA
Palagiano  ,52.56,PUGLIA
Pulsano  ,49.36,PUGLIA
Roccaforzata  ,49.33,PUGLIA
San Giorgio Ionico  ,51.97,PUGLIA
San Marzano di San Giuseppe  ,51.86,PUGLIA
Sava  ,46.21,PUGLIA
Statte  ,46.74,PUGLIA
Taranto  ,50.46,PUGLIA
Torricella  ,48.60,PUGLIA
Brindisi  ,50.98,PUGLIA
Carovigno  ,49.79,PUGLIA
Ceglie Messapica  ,51.08,PUGLIA
Cellino San Marco  ,50.16,PUGLIA
Cisternino  ,59.17,PUGLIA
Erchie  ,48.15,PUGLIA
Fasano  ,56.26,PUGLIA
Francavilla Fontana  ,53.91,PUGLIA
Latiano  ,52.77,PUGLIA
Mesagne  ,52.30,PUGLIA
Oria  ,49.34,PUGLIA
Ostuni  ,55.52,PUGLIA
San Donaci  ,53.20,PUGLIA
San Michele Salentino  ,53.33,PUGLIA
San Pancrazio Salentino  ,50.55,PUGLIA
San Pietro Vernotico  ,51.18,PUGLIA
San Vito dei Normanni  ,51.02,PUGLIA
Torchiarolo  ,48.75,PUGLIA
Torre Santa Susanna  ,50.27,PUGLIA
Villa Castelli  ,55.11,PUGLIA
Alessano  ,49.77,PUGLIA
Alezio  ,50.25,PUGLIA
Alliste  ,46.43,PUGLIA
Andrano  ,52,PUGLIA
Aradeo  ,49.87,PUGLIA
Arnesano  ,53.58,PUGLIA
Bagnolo del Salento  ,49.81,PUGLIA
Botrugno  ,51.79,PUGLIA
Calimera  ,55.94,PUGLIA
Campi Salentina  ,52,PUGLIA
Cannole  ,51.68,PUGLIA
Caprarica di Lecce  ,53.86,PUGLIA
Carmiano  ,51.37,PUGLIA
Carpignano Salentino  ,49.63,PUGLIA
Casarano  ,54.55,PUGLIA
Castri di Lecce  ,52.19,PUGLIA
Castrignano de' Greci  ,50.22,PUGLIA
Castrignano del Capo  ,49.52,PUGLIA
Castro  ,50.80,PUGLIA
Cavallino  ,58.38,PUGLIA
Collepasso  ,51.66,PUGLIA
Copertino  ,49.94,PUGLIA
Corigliano d'Otranto  ,53.93,PUGLIA
Corsano  ,50.11,PUGLIA
Cursi  ,51.32,PUGLIA
Cutrofiano  ,52.32,PUGLIA
Diso  ,52.51,PUGLIA
Gagliano del Capo  ,45.40,PUGLIA
Galatina  ,54.54,PUGLIA
Galatone  ,51.16,PUGLIA
Gallipoli  ,49.32,PUGLIA
Giuggianello  ,50.60,PUGLIA
Giurdignano  ,51.36,PUGLIA
Guagnano  ,49.21,PUGLIA
Lecce  ,57.57,PUGLIA
Lequile  ,55.36,PUGLIA
Leverano  ,49.82,PUGLIA
Lizzanello  ,55.18,PUGLIA
Maglie  ,56.59,PUGLIA
Martano  ,51.32,PUGLIA
Martignano  ,49.48,PUGLIA
Matino  ,50.53,PUGLIA
Melendugno  ,49.84,PUGLIA
Melissano  ,47.62,PUGLIA
Melpignano  ,55.42,PUGLIA
Miggiano  ,50.92,PUGLIA
Minervino di Lecce  ,53.68,PUGLIA
Monteroni di Lecce  ,51.04,PUGLIA
Montesano Salentino  ,56.48,PUGLIA
Morciano di Leuca  ,48.13,PUGLIA
Muro Leccese  ,52.63,PUGLIA
Nardò  ,51.76,PUGLIA
Neviano  ,47.02,PUGLIA
Nociglia  ,48.21,PUGLIA
Novoli  ,50.62,PUGLIA
Ortelle  ,49.42,PUGLIA
Otranto  ,52.12,PUGLIA
Palmariggi  ,54.65,PUGLIA
Parabita  ,52.40,PUGLIA
Patù  ,47.40,PUGLIA
Poggiardo  ,53.33,PUGLIA
Porto Cesareo  ,47.04,PUGLIA
Presicce-Acquarica  ,45.85,PUGLIA
Racale  ,49.47,PUGLIA
Ruffano  ,49.95,PUGLIA
Salice Salentino  ,49.57,PUGLIA
Salve  ,46.44,PUGLIA
San Cassiano  ,54.41,PUGLIA
San Cesario di Lecce  ,56.50,PUGLIA
San Donato di Lecce  ,54.43,PUGLIA
San Pietro in Lama  ,53.10,PUGLIA
Sanarica  ,52.95,PUGLIA
Sannicola  ,48.69,PUGLIA
Santa Cesarea Terme  ,55.51,PUGLIA
Scorrano  ,51.13,PUGLIA
Seclì  ,47.80,PUGLIA
Sogliano Cavour  ,51.41,PUGLIA
Soleto  ,54.17,PUGLIA
Specchia  ,51.42,PUGLIA
Spongano  ,53.45,PUGLIA
Squinzano  ,48.93,PUGLIA
Sternatia  ,55.37,PUGLIA
Supersano  ,49.25,PUGLIA
Surano  ,55.14,PUGLIA
Surbo  ,55.36,PUGLIA
Taurisano  ,47.20,PUGLIA
Taviano  ,50.77,PUGLIA
Tiggiano  ,52.76,PUGLIA
Trepuzzi  ,50.91,PUGLIA
Tricase  ,54.34,PUGLIA
Tuglie  ,51.11,PUGLIA
Ugento  ,45.81,PUGLIA
Uggiano la Chiesa  ,49.91,PUGLIA
Veglie  ,47.68,PUGLIA
Vernole  ,52.03,PUGLIA
Zollino  ,52.51,PUGLIA
Andria  ,49.43,PUGLIA
Barletta  ,50.03,PUGLIA
Bisceglie  ,53.98,PUGLIA
Canosa di Puglia  ,47.28,PUGLIA
Margherita di Savoia  ,47.07,PUGLIA
Minervino Murge  ,50.21,PUGLIA
San Ferdinando di Puglia  ,51.77,PUGLIA
Spinazzola  ,50.37,PUGLIA
Trani  ,48.98,PUGLIA
Trinitapoli  ,45.60,PUGLIA
Abriola  ,53.58,BASILICATA
Acerenza  ,54.46,BASILICATA
Albano di Lucania  ,59.84,BASILICATA
Anzi  ,51.58,BASILICATA
Armento  ,53.87,BASILICATA
Atella  ,57.24,BASILICATA
Avigliano  ,59.10,BASILICATA
Balvano  ,56.44,BASILICATA
Banzi  ,54.12,BASILICATA
Baragiano  ,55.48,BASILICATA
Barile  ,55.44,BASILICATA
Bella  ,54.94,BASILICATA
Brienza  ,55.09,BASILICATA
Brindisi Montagna  ,59.67,BASILICATA
Calvello  ,55.01,BASILICATA
Calvera  ,48.15,BASILICATA
Campomaggiore  ,52,BASILICATA
Cancellara  ,55.85,BASILICATA
Carbone  ,50.52,BASILICATA
Castelgrande  ,52.94,BASILICATA
Castelluccio Inferiore  ,56.34,BASILICATA
Castelluccio Superiore  ,51.04,BASILICATA
Castelmezzano  ,62.81,BASILICATA
Castelsaraceno  ,55.52,BASILICATA
Castronuovo di Sant'Andrea  ,56.66,BASILICATA
Cersosimo  ,50.29,BASILICATA
Chiaromonte  ,52.51,BASILICATA
Corleto Perticara  ,57.06,BASILICATA
Episcopia  ,52.36,BASILICATA
Fardella  ,58.85,BASILICATA
Filiano  ,58.32,BASILICATA
Forenza  ,55.61,BASILICATA
Francavilla in Sinni  ,54.40,BASILICATA
Gallicchio  ,54.14,BASILICATA
Genzano di Lucania  ,54.92,BASILICATA
Ginestra  ,61.09,BASILICATA
Grumento Nova  ,56.07,BASILICATA
Guardia Perticara  ,54.06,BASILICATA
Lagonegro  ,63.20,BASILICATA
Latronico  ,53.44,BASILICATA
Laurenzana  ,53.12,BASILICATA
Lauria  ,57.20,BASILICATA
Lavello  ,55.31,BASILICATA
Maratea  ,51.85,BASILICATA
Marsico Nuovo  ,55.29,BASILICATA
Marsicovetere  ,61.70,BASILICATA
Maschito  ,54.77,BASILICATA
Melfi  ,59.19,BASILICATA
Missanello  ,45.60,BASILICATA
Moliterno  ,57.58,BASILICATA
Montemilone  ,49.88,BASILICATA
Montemurro  ,54.43,BASILICATA
Muro Lucano  ,51.51,BASILICATA
Nemoli  ,54.88,BASILICATA
Noepoli  ,53.84,BASILICATA
Oppido Lucano  ,55.21,BASILICATA
Palazzo San Gervasio  ,53.22,BASILICATA
Paterno  ,54.55,BASILICATA
Pescopagano  ,61.10,BASILICATA
Picerno  ,55.56,BASILICATA
Pietragalla  ,58.05,BASILICATA
Pietrapertosa  ,57.77,BASILICATA
Pignola  ,60.67,BASILICATA
Potenza  ,60.34,BASILICATA
Rapolla  ,55.14,BASILICATA
Rapone  ,58.76,BASILICATA
Rionero in Vulture  ,59.19,BASILICATA
Ripacandida  ,57.61,BASILICATA
Rivello  ,56.38,BASILICATA
Roccanova  ,54.38,BASILICATA
Rotonda  ,55.27,BASILICATA
Ruoti  ,56.31,BASILICATA
Ruvo del Monte  ,52.22,BASILICATA
San Chirico Nuovo  ,54.37,BASILICATA
San Chirico Raparo  ,53.23,BASILICATA
San Costantino Albanese  ,61.53,BASILICATA
San Fele  ,55.95,BASILICATA
San Martino d'Agri  ,54.12,BASILICATA
San Paolo Albanese  ,54.90,BASILICATA
San Severino Lucano  ,58.80,BASILICATA
Sant'Angelo Le Fratte  ,54.35,BASILICATA
Sant'Arcangelo  ,50.70,BASILICATA
Sarconi  ,57,BASILICATA
Sasso di Castalda  ,56.37,BASILICATA
Senise  ,49.08,BASILICATA
Satriano di Lucania  ,55.74,BASILICATA
Savoia di Lucania  ,53.10,BASILICATA
Spinoso  ,52.27,BASILICATA
Teana  ,54.93,BASILICATA
Terranova di Pollino  ,59.55,BASILICATA
Tito  ,57.30,BASILICATA
Tolve  ,52.69,BASILICATA
Tramutola  ,58.68,BASILICATA
Trecchina  ,51.58,BASILICATA
Trivigno  ,52.73,BASILICATA
Vaglio Basilicata  ,57.42,BASILICATA
Venosa  ,55.06,BASILICATA
Vietri di Potenza  ,51.26,BASILICATA
Viggianello  ,52.30,BASILICATA
Viggiano  ,60.34,BASILICATA
Accettura  ,53.03,BASILICATA
Aliano  ,51.80,BASILICATA
Bernalda  ,49.02,BASILICATA
Calciano  ,54.87,BASILICATA
Cirigliano  ,55.54,BASILICATA
Colobraro  ,54.38,BASILICATA
Craco  ,42.74,BASILICATA
Ferrandina  ,51.31,BASILICATA
Garaguso  ,54.94,BASILICATA
Gorgoglione  ,57.50,BASILICATA
Grassano  ,54.14,BASILICATA
Grottole  ,52.96,BASILICATA
Irsina  ,53.99,BASILICATA
Matera  ,61.85,BASILICATA
Miglionico  ,53.74,BASILICATA
Oliveto Lucano  ,52.19,BASILICATA
Montalbano Jonico  ,50.71,BASILICATA
Montescaglioso  ,51.47,BASILICATA
Nova Siri  ,51.19,BASILICATA
Pisticci  ,47.88,BASILICATA
Policoro  ,55.49,BASILICATA
Pomarico  ,50.09,BASILICATA
Rotondella  ,53.45,BASILICATA
Salandra  ,49.03,BASILICATA
San Giorgio Lucano  ,48.73,BASILICATA
San Mauro Forte  ,47.64,BASILICATA
Scanzano Jonico  ,52.07,BASILICATA
Stigliano  ,56.69,BASILICATA
Tricarico  ,57.61,BASILICATA
Tursi  ,53,BASILICATA
Valsinni  ,52.73,BASILICATA
Acquaformosa  ,46.17,CALABRIA
Acquappesa  ,49.96,CALABRIA
Acri  ,51.86,CALABRIA
Aiello Calabro  ,43.78,CALABRIA
Aieta  ,38.63,CALABRIA
Albidona  ,43.28,CALABRIA
Alessandria del Carretto  ,57.62,CALABRIA
Altilia  ,41.55,CALABRIA
Altomonte  ,44.37,CALABRIA
Amantea  ,51.68,CALABRIA
Amendolara  ,46.67,CALABRIA
Aprigliano  ,44.39,CALABRIA
Belmonte Calabro  ,45.87,CALABRIA
Belsito  ,42.28,CALABRIA
Belvedere Marittimo  ,47.56,CALABRIA
Bianchi  ,43.06,CALABRIA
Bisignano  ,48.51,CALABRIA
Bocchigliero  ,54.59,CALABRIA
Bonifati  ,42.85,CALABRIA
Buonvicino  ,40.72,CALABRIA
Calopezzati  ,55.24,CALABRIA
Caloveto  ,59.06,CALABRIA
Campana  ,59.31,CALABRIA
Canna  ,48.52,CALABRIA
Cariati  ,47.80,CALABRIA
Carolei  ,47.85,CALABRIA
Carpanzano  ,48.72,CALABRIA
Casali del Manco  ,51.51,CALABRIA
Cassano all'Ionio  ,42.45,CALABRIA
Castiglione Cosentino  ,46.07,CALABRIA
Castrolibero  ,57.38,CALABRIA
Castroregio  ,54.64,CALABRIA
Castrovillari  ,49.13,CALABRIA
Celico  ,51.80,CALABRIA
Cellara  ,49.86,CALABRIA
Cerchiara di Calabria  ,54.21,CALABRIA
Cerisano  ,48.91,CALABRIA
Cervicati  ,49.69,CALABRIA
Cerzeto  ,44.46,CALABRIA
Cetraro  ,44.49,CALABRIA
Civita  ,52,CALABRIA
Cleto  ,46.19,CALABRIA
Colosimi  ,47.08,CALABRIA
Corigliano-Rossano  ,49.52,CALABRIA
Cosenza  ,53.79,CALABRIA
Cropalati  ,52.70,CALABRIA
Crosia  ,50.47,CALABRIA
Diamante  ,47.16,CALABRIA
Dipignano  ,49.99,CALABRIA
Domanico  ,42.91,CALABRIA
Fagnano Castello  ,40.69,CALABRIA
Falconara Albanese  ,46.73,CALABRIA
Figline Vegliaturo  ,53.70,CALABRIA
Firmo  ,41.56,CALABRIA
Fiumefreddo Bruzio  ,45.36,CALABRIA
Francavilla Marittima  ,50.57,CALABRIA
Frascineto  ,47.21,CALABRIA
Fuscaldo  ,44.01,CALABRIA
Grimaldi  ,46.75,CALABRIA
Grisolia  ,46.75,CALABRIA
Guardia Piemontese  ,44.31,CALABRIA
Lago  ,43.50,CALABRIA
Laino Borgo  ,47.21,CALABRIA
Laino Castello  ,45.81,CALABRIA
Lappano  ,51.71,CALABRIA
Lattarico  ,46.04,CALABRIA
Longobardi  ,42.45,CALABRIA
Longobucco  ,53.23,CALABRIA
Lungro  ,45.68,CALABRIA
Luzzi  ,46.18,CALABRIA
Maierà  ,38.56,CALABRIA
Malito  ,46.87,CALABRIA
Malvito  ,44.56,CALABRIA
Mandatoriccio  ,50.81,CALABRIA
Mangone  ,54.22,CALABRIA
Marano Marchesato  ,52.85,CALABRIA
Marano Principato  ,53.28,CALABRIA
Marzi  ,53.68,CALABRIA
Mendicino  ,54.96,CALABRIA
Mongrassano  ,50,CALABRIA
Montalto Uffugo  ,54.38,CALABRIA
Montegiordano  ,55.93,CALABRIA
Morano Calabro  ,43.18,CALABRIA
Mormanno  ,53.61,CALABRIA
Mottafollone  ,50.89,CALABRIA
Nocara  ,41.57,CALABRIA
Oriolo  ,53.95,CALABRIA
Orsomarso  ,47.60,CALABRIA
Paludi  ,51.13,CALABRIA
Panettieri  ,63.09,CALABRIA
Paola  ,49.82,CALABRIA
Papasidero  ,39.20,CALABRIA
Parenti  ,51.57,CALABRIA
Paterno Calabro  ,47.13,CALABRIA
Pedivigliano  ,38.38,CALABRIA
Piane Crati  ,53.59,CALABRIA
Pietrafitta  ,45.45,CALABRIA
Pietrapaola  ,54.69,CALABRIA
Plataci  ,46.09,CALABRIA
Praia a Mare  ,48.91,CALABRIA
Rende  ,56.82,CALABRIA
Rocca Imperiale  ,53.43,CALABRIA
Roggiano Gravina  ,41.98,CALABRIA
Rogliano  ,51.13,CALABRIA
Rose  ,48.21,CALABRIA
Roseto Capo Spulico  ,50.55,CALABRIA
Rota Greca  ,44.42,CALABRIA
Rovito  ,53.94,CALABRIA
San Basile  ,52.16,CALABRIA
San Benedetto Ullano  ,41.54,CALABRIA
San Cosmo Albanese  ,51.05,CALABRIA
San Demetrio Corone  ,52.38,CALABRIA
San Donato di Ninea  ,42.14,CALABRIA
San Fili  ,48.33,CALABRIA
San Giorgio Albanese  ,54.46,CALABRIA
San Giovanni in Fiore  ,50.38,CALABRIA
San Lorenzo Bellizzi  ,52.02,CALABRIA
San Lorenzo del Vallo  ,41.56,CALABRIA
San Lucido  ,44.35,CALABRIA
San Marco Argentano  ,46.98,CALABRIA
San Martino di Finita  ,43.74,CALABRIA
San Nicola Arcella  ,49.10,CALABRIA
San Pietro in Amantea  ,48.42,CALABRIA
San Pietro in Guarano  ,52.49,CALABRIA
San Sosti  ,44.60,CALABRIA
San Vincenzo La Costa  ,46.98,CALABRIA
Sangineto  ,49.36,CALABRIA
